"Dia";"Barcelona - el Raval";"Barcelona - Observatori Fabra";"Barcelona - Zona Universitària"
"2023-10-05 00:00:00";23,74;21,13;22,85
"2023-10-06 00:00:00";24,15;21,55;23,36
"2023-10-07 00:00:00";23,65;21,14;22,67
"2023-10-08 00:00:00";23,26;21,5;22,39
"2023-10-09 00:00:00";23,28;21,44;22,17
"2023-10-10 00:00:00";23,44;21,58;22,3
"2023-10-11 00:00:00";22,98;20,69;21,96
"2023-10-12 00:00:00";22,84;20,4;21,67
"2023-10-13 00:00:00";23,1;20,52;22,07
"2023-10-14 00:00:00";23,11;20,68;22,48
"2023-10-15 00:00:00";21,26;17,92;20,52
"2023-10-16 00:00:00";19,77;16,57;19,07
"2023-10-17 00:00:00";21,77;18,88;20,7
"2023-10-18 00:00:00";24,05;21,44;23,04
"2023-10-19 00:00:00";23,12;19,77;22,08
"2023-10-20 00:00:00";20,41;16,35;19,4
"2023-10-21 00:00:00";18,8;14,88;17,66
"2023-10-22 00:00:00";18,12;15,24;16,97
"2023-10-23 00:00:00";22,56;19,42;21,77
"2023-10-24 00:00:00";19,42;15,97;18,32
"2023-10-25 00:00:00";20,46;16,6;19,62
"2023-10-26 00:00:00";22,52;19,59;21,86
"2023-10-27 00:00:00";20,34;16,83;19,55
"2023-10-28 00:00:00";20,1;16,87;18,8
"2023-10-29 00:00:00";19,61;17;18,43
"2023-10-30 00:00:00";18,64;16,08;17,62
"2023-10-31 00:00:00";17,62;13,55;16,06
"2023-11-01 00:00:00";18,58;15,63;17,86
"2023-11-02 00:00:00";18,5;15;17,92
"2023-11-03 00:00:00";15,26;11,26;14,57
"2023-11-04 00:00:00";17,07;14,28;16,64
"2023-11-05 00:00:00";18,17;14,63;17,23
"2023-11-06 00:00:00";16,48;12,97;15,31
"2023-11-07 00:00:00";14,67;11,55;13,34
"2023-11-08 00:00:00";14,28;11,38;13,41
"2023-11-09 00:00:00";14,97;11,76;13,67
"2023-11-10 00:00:00";17,01;13,68;16,17
"2023-11-11 00:00:00";15,88;13,48;15,42
"2023-11-12 00:00:00";18,14;16,4;18,02
"2023-11-13 00:00:00";20,33;18,61;19,56
"2023-11-14 00:00:00";21,73;19;21,22
"2023-11-15 00:00:00";17,84;14,74;17,42
"2023-11-16 00:00:00";18,24;16,22;17,75
"2023-11-17 00:00:00";17,1;14,39;16,53
"2023-11-18 00:00:00";16,96;15,07;16,01
"2023-11-19 00:00:00";15,79;16,29;15,18
"2023-11-20 00:00:00";15,7;14,44;14,69
"2023-11-21 00:00:00";15,61;12,98;14,91
"2023-11-22 00:00:00";15,8;12,37;14,91
"2023-11-23 00:00:00";14,27;10,88;13,07
