"Dia";"Diesel A";"Gasolina 95"
"2021-12-02 00:00:00";1,3842;1,5342
"2021-12-03 00:00:00";1,3814;1,5289
"2021-12-04 00:00:00";1,3759;1,5231
"2021-12-05 00:00:00";1,3736;1,5204
"2021-12-06 00:00:00";1,3743;1,5207
"2021-12-07 00:00:00";1,373;1,5185
"2021-12-08 00:00:00";1,3715;1,5208
"2021-12-09 00:00:00";1,3724;1,5196
"2021-12-10 00:00:00";1,3737;1,5233
"2021-12-11 00:00:00";1,3753;1,5252
"2021-12-12 00:00:00";1,3759;1,5243
"2021-12-13 00:00:00";1,3755;1,523
"2021-12-14 00:00:00";1,3732;1,5227
"2021-12-15 00:00:00";1,3735;1,5221
"2021-12-16 00:00:00";1,3722;1,5226
"2021-12-17 00:00:00";1,37;1,5208
"2021-12-18 00:00:00";1,3726;1,5213
"2021-12-19 00:00:00";1,3737;1,5221
"2021-12-20 00:00:00";1,3734;1,5213
"2021-12-21 00:00:00";1,3702;1,5202
"2021-12-22 00:00:00";1,3652;1,5142
"2021-12-23 00:00:00";1,3648;1,5156
"2021-12-24 00:00:00";1,3667;1,5177
"2021-12-25 00:00:00";1,3699;1,5216
"2021-12-26 00:00:00";1,3695;1,5222
"2021-12-27 00:00:00";1,3704;1,5233
"2021-12-28 00:00:00";1,3701;1,5229
"2021-12-29 00:00:00";1,3703;1,5231
"2021-12-30 00:00:00";1,3725;1,5234
"2021-12-31 00:00:00";1,3779;1,5277
"2022-01-01 00:00:00";1,3812;1,5312
"2022-01-02 00:00:00";1,3813;1,5318
"2022-01-03 00:00:00";1,3824;1,5351
"2022-01-04 00:00:00";1,3859;1,5342
"2022-01-05 00:00:00";1,3852;1,5355
"2022-01-06 00:00:00";1,3904;1,5392
"2022-01-07 00:00:00";1,3921;1,539
"2022-01-08 00:00:00";1,3974;1,5433
"2022-01-09 00:00:00";1,3992;1,5444
"2022-01-10 00:00:00";1,3987;1,5436
"2022-01-11 00:00:00";1,4047;1,5448
"2022-01-12 00:00:00";1,408;1,5465
"2022-01-13 00:00:00";1,4134;1,5519
"2022-01-14 00:00:00";1,4158;1,5525
"2022-01-15 00:00:00";1,4187;1,5533
"2022-01-16 00:00:00";1,4196;1,5563
"2022-01-17 00:00:00";1,4203;1,5546
"2022-01-18 00:00:00";1,4266;1,5609
"2022-01-19 00:00:00";1,4299;1,5651
"2022-01-20 00:00:00";1,4337;1,5694
"2022-01-21 00:00:00";1,4426;1,5792
"2022-01-22 00:00:00";1,4445;1,5798
"2022-01-23 00:00:00";1,4444;1,5796
"2022-01-24 00:00:00";1,4464;1,5806
"2022-01-25 00:00:00";1,4501;1,5838
"2022-01-26 00:00:00";1,4514;1,584
"2022-01-27 00:00:00";1,4532;1,5881
"2022-01-28 00:00:00";1,4591;1,5975
"2022-01-29 00:00:00";1,4643;1,6013
"2022-01-30 00:00:00";1,4656;1,6007
"2022-01-31 00:00:00";1,4668;1,601
"2022-02-01 00:00:00";1,4753;1,6061
"2022-02-02 00:00:00";1,4828;1,6088
"2022-02-03 00:00:00";1,4827;1,6106
"2022-02-04 00:00:00";1,4851;1,6116
"2022-02-05 00:00:00";1,4915;1,6177
"2022-02-06 00:00:00";1,4919;1,6191
"2022-02-07 00:00:00";1,4916;1,6192
"2022-02-08 00:00:00";1,5001;1,6262
"2022-02-09 00:00:00";1,5016;1,6319
"2022-02-10 00:00:00";1,4989;1,6261
"2022-02-11 00:00:00";1,5013;1,6293
"2022-02-12 00:00:00";1,5061;1,6326
"2022-02-13 00:00:00";1,5066;1,6334
"2022-02-14 00:00:00";1,5071;1,6338
"2022-02-15 00:00:00";1,5135;1,6405
"2022-02-16 00:00:00";1,5202;1,6457
"2022-02-17 00:00:00";1,5231;1,6468
"2022-02-18 00:00:00";1,5238;1,6474
"2022-02-19 00:00:00";1,5216;1,6464
"2022-02-20 00:00:00";1,5219;1,6461
"2022-02-21 00:00:00";1,5218;1,6471
"2022-02-22 00:00:00";1,5214;1,6454
"2022-02-23 00:00:00";1,5252;1,6492
"2022-02-24 00:00:00";1,5315;1,6554
"2022-02-25 00:00:00";1,5387;1,6616
"2022-02-26 00:00:00";1,5471;1,6687
"2022-02-27 00:00:00";1,5455;1,6682
"2022-02-28 00:00:00";1,5454;1,6689
"2022-03-01 00:00:00";1,5546;1,6758
"2022-03-02 00:00:00";1,5642;1,6862
"2022-03-03 00:00:00";1,5852;1,7045
"2022-03-04 00:00:00";1,6186;1,7239
"2022-03-05 00:00:00";1,6487;1,7436
"2022-03-06 00:00:00";1,6701;1,7638
"2022-03-07 00:00:00";1,6808;1,7684
"2022-03-08 00:00:00";1,7346;1,8078
"2022-03-09 00:00:00";1,797;1,8548
"2022-03-10 00:00:00";1,863;1,8898
"2022-03-11 00:00:00";1,8893;1,908
"2022-03-12 00:00:00";1,8873;1,9114
"2022-03-13 00:00:00";1,8864;1,9093
"2022-03-14 00:00:00";1,8888;1,9103
"2022-03-15 00:00:00";1,8777;1,9039
"2022-03-16 00:00:00";1,8607;1,8897
"2022-03-17 00:00:00";1,8324;1,8632
"2022-03-18 00:00:00";1,813;1,8466
"2022-03-19 00:00:00";1,8178;1,8426
"2022-03-20 00:00:00";1,8233;1,8407
"2022-03-21 00:00:00";1,8248;1,8409
"2022-03-22 00:00:00";1,8297;1,8377
"2022-03-23 00:00:00";1,8487;1,8483
"2022-03-24 00:00:00";1,8645;1,8518
"2022-03-25 00:00:00";1,8856;1,8657
"2022-03-26 00:00:00";1,9043;1,8761
"2022-03-27 00:00:00";1,9084;1,8798
"2022-03-28 00:00:00";1,9121;1,881
"2022-03-29 00:00:00";1,9165;1,8826
"2022-03-30 00:00:00";1,9114;1,867
"2022-03-31 00:00:00";1,902;1,8524
"2022-04-01 00:00:00";1,8909;1,8478
"2022-04-02 00:00:00";1,8742;1,8455
"2022-04-03 00:00:00";1,8701;1,8452
"2022-04-04 00:00:00";1,8704;1,8452
"2022-04-05 00:00:00";1,8648;1,8398
"2022-04-06 00:00:00";1,8687;1,8417
"2022-04-07 00:00:00";1,8645;1,8401
"2022-04-08 00:00:00";1,8577;1,839
"2022-04-09 00:00:00";1,8407;1,8317
"2022-04-10 00:00:00";1,8361;1,8289
"2022-04-11 00:00:00";1,8346;1,8289
"2022-04-12 00:00:00";1,8301;1,8269
"2022-04-13 00:00:00";1,8245;1,8224
"2022-04-14 00:00:00";1,8312;1,8273
"2022-04-15 00:00:00";1,8411;1,8367
"2022-04-16 00:00:00";1,8522;1,8444
"2022-04-17 00:00:00";1,8554;1,8459
"2022-04-18 00:00:00";1,8592;1,8485
"2022-04-19 00:00:00";1,8663;1,849
"2022-04-20 00:00:00";1,8805;1,8542
"2022-04-21 00:00:00";1,8902;1,8601
"2022-04-22 00:00:00";1,8957;1,8625
"2022-04-23 00:00:00";1,903;1,87
"2022-04-24 00:00:00";1,9037;1,8699
"2022-04-25 00:00:00";1,9052;1,8709
"2022-04-26 00:00:00";1,9058;1,8741
"2022-04-27 00:00:00";1,8999;1,8705
"2022-04-28 00:00:00";1,9053;1,8757
"2022-04-29 00:00:00";1,9176;1,8872
"2022-04-30 00:00:00";1,9327;1,8994
"2022-05-01 00:00:00";1,9363;1,9015
"2022-05-02 00:00:00";1,9382;1,9027
"2022-05-03 00:00:00";1,944;1,9108
"2022-05-04 00:00:00";1,9524;1,9192
"2022-05-05 00:00:00";1,9584;1,9223
"2022-05-06 00:00:00";1,9587;1,927
"2022-05-07 00:00:00";1,9562;1,9334
"2022-05-08 00:00:00";1,954;1,937
"2022-05-09 00:00:00";1,9513;1,9394
"2022-05-10 00:00:00";1,9492;1,9442
"2022-05-11 00:00:00";1,9392;1,9441
"2022-05-12 00:00:00";1,927;1,9412
"2022-05-13 00:00:00";1,925;1,9426
"2022-05-14 00:00:00";1,9255;1,9494
"2022-05-15 00:00:00";1,9286;1,9583
"2022-05-16 00:00:00";1,9291;1,9607
"2022-05-17 00:00:00";1,9263;1,9694
"2022-05-18 00:00:00";1,9257;1,9771
"2022-05-19 00:00:00";1,9215;1,9876
"2022-05-20 00:00:00";1,9119;1,9954
"2022-05-21 00:00:00";1,9026;1,9975
"2022-05-22 00:00:00";1,9004;1,9979
"2022-05-23 00:00:00";1,8981;1,9983
"2022-05-24 00:00:00";1,8915;2,0004
"2022-05-25 00:00:00";1,8877;2,0012
"2022-05-26 00:00:00";1,8833;2,0004
"2022-05-27 00:00:00";1,8862;2,0099
"2022-05-28 00:00:00";1,8967;2,023
"2022-05-29 00:00:00";1,9049;2,0286
"2022-05-30 00:00:00";1,9068;2,0321
"2022-05-31 00:00:00";1,9135;2,041
"2022-06-01 00:00:00";1,9211;2,0525
"2022-06-02 00:00:00";1,9372;2,0723
"2022-06-03 00:00:00";1,9546;2,0905
"2022-06-04 00:00:00";1,9726;2,1082
"2022-06-05 00:00:00";1,9749;2,1096
"2022-06-06 00:00:00";1,9795;2,1148
"2022-06-07 00:00:00";1,9862;2,1188
"2022-06-08 00:00:00";2,014;2,1365
"2022-06-09 00:00:00";2,027;2,1432
"2022-06-10 00:00:00";2,0367;2,1478
"2022-06-11 00:00:00";2,0535;2,1621
"2022-06-12 00:00:00";2,0586;2,1644
"2022-06-13 00:00:00";2,0608;2,1655
"2022-06-14 00:00:00";2,0722;2,1698
"2022-06-15 00:00:00";2,0817;2,1712
"2022-06-16 00:00:00";2,095;2,1779
"2022-06-17 00:00:00";2,1127;2,1746
"2022-06-18 00:00:00";2,1214;2,1788
"2022-06-19 00:00:00";2,1214;2,1721
"2022-06-20 00:00:00";2,1225;2,1704
"2022-06-21 00:00:00";2,1266;2,1669
"2022-06-22 00:00:00";2,1322;2,1646
"2022-06-23 00:00:00";2,1366;2,1655
"2022-06-24 00:00:00";2,1348;2,1626
"2022-06-25 00:00:00";2,1337;2,161
"2022-06-26 00:00:00";2,1353;2,1626
"2022-06-27 00:00:00";2,1354;2,163
"2022-06-28 00:00:00";2,1328;2,1643
"2022-06-29 00:00:00";2,1271;2,1634
"2022-06-30 00:00:00";2,1166;2,1636
"2022-07-01 00:00:00";2,1061;2,159
"2022-07-02 00:00:00";2,0946;2,1519
"2022-07-03 00:00:00";2,0908;2,1496
"2022-07-04 00:00:00";2,0905;2,1497
"2022-07-05 00:00:00";2,0858;2,1466
"2022-07-06 00:00:00";2,0828;2,1471
"2022-07-07 00:00:00";2,0695;2,1317
"2022-07-08 00:00:00";2,0475;2,1142
"2022-07-09 00:00:00";2,0342;2,1072
"2022-07-10 00:00:00";2,0295;2,1072
"2022-07-11 00:00:00";2,0273;2,1086
"2022-07-12 00:00:00";2,0147;2,1011
"2022-07-13 00:00:00";2,0123;2,0998
"2022-07-14 00:00:00";2,004;2,0908
"2022-07-15 00:00:00";2,0017;2,0791
"2022-07-16 00:00:00";1,9992;2,0639
"2022-07-17 00:00:00";1,9972;2,0564
"2022-07-18 00:00:00";1,9981;2,0543
"2022-07-19 00:00:00";1,9932;2,0415
"2022-07-20 00:00:00";1,9889;2,029
"2022-07-21 00:00:00";1,9799;2,0171
"2022-07-22 00:00:00";1,9686;2,0003
"2022-07-23 00:00:00";1,9528;1,9824
"2022-07-24 00:00:00";1,9515;1,9801
"2022-07-25 00:00:00";1,9507;1,9794
"2022-07-26 00:00:00";1,9404;1,9667
"2022-07-27 00:00:00";1,9297;1,9555
"2022-07-28 00:00:00";1,9244;1,9502
"2022-07-29 00:00:00";1,9223;1,946
"2022-07-30 00:00:00";1,9216;1,9433
"2022-07-31 00:00:00";1,9212;1,9436
"2022-08-01 00:00:00";1,9217;1,9454
"2022-08-02 00:00:00";1,919;1,9427
"2022-08-03 00:00:00";1,9037;1,9312
"2022-08-04 00:00:00";1,895;1,9258
"2022-08-05 00:00:00";1,8863;1,9144
"2022-08-06 00:00:00";1,8866;1,9139
"2022-08-07 00:00:00";1,8866;1,9139
"2022-08-08 00:00:00";1,8866;1,9139
"2022-08-09 00:00:00";1,8585;1,8662
"2022-08-10 00:00:00";1,8422;1,8492
"2022-08-11 00:00:00";1,8354;1,8441
"2022-08-12 00:00:00";1,8313;1,8407
"2022-08-13 00:00:00";1,8314;1,8392
"2022-08-14 00:00:00";1,8355;1,8396
"2022-08-15 00:00:00";1,834;1,8361
"2022-08-16 00:00:00";1,8314;1,8337
"2022-08-17 00:00:00";1,8268;1,8302
"2022-08-18 00:00:00";1,8298;1,8261
"2022-08-19 00:00:00";1,8369;1,824
"2022-08-20 00:00:00";1,8492;1,8268
"2022-08-21 00:00:00";1,8566;1,8297
"2022-08-22 00:00:00";1,8587;1,8314
"2022-08-23 00:00:00";1,8638;1,8336
"2022-08-24 00:00:00";1,8796;1,8348
"2022-08-25 00:00:00";1,8925;1,838
"2022-08-26 00:00:00";1,9118;1,8402
"2022-08-27 00:00:00";1,9253;1,8413
"2022-08-28 00:00:00";1,9317;1,8367
"2022-08-29 00:00:00";1,9343;1,8363
"2022-08-30 00:00:00";1,9454;1,8331
"2022-08-31 00:00:00";1,9534;1,8322
"2022-09-01 00:00:00";1,9531;1,8308
"2022-09-02 00:00:00";1,9505;1,8257
"2022-09-03 00:00:00";1,9429;1,8134
"2022-09-04 00:00:00";1,9396;1,8104
"2022-09-05 00:00:00";1,9387;1,81
"2022-09-06 00:00:00";1,9415;1,8062
"2022-09-07 00:00:00";1,943;1,8079
"2022-09-08 00:00:00";1,939;1,804
"2022-09-09 00:00:00";1,9352;1,7951
"2022-09-10 00:00:00";1,9262;1,782
"2022-09-11 00:00:00";1,9236;1,7788
"2022-09-12 00:00:00";1,9226;1,7786
"2022-09-13 00:00:00";1,9146;1,7742
"2022-09-14 00:00:00";1,9101;1,7722
"2022-09-15 00:00:00";1,906;1,7685
"2022-09-16 00:00:00";1,8899;1,7603
"2022-09-17 00:00:00";1,8797;1,7563
"2022-09-18 00:00:00";1,8722;1,7515
"2022-09-19 00:00:00";1,871;1,7496
"2022-09-20 00:00:00";1,8525;1,74
"2022-09-21 00:00:00";1,8465;1,7367
"2022-09-22 00:00:00";1,8454;1,7338
"2022-09-23 00:00:00";1,8421;1,7325
"2022-09-24 00:00:00";1,8428;1,7305
"2022-09-25 00:00:00";1,8406;1,728
"2022-09-26 00:00:00";1,8391;1,7255
"2022-09-27 00:00:00";1,8342;1,7233
"2022-09-28 00:00:00";1,8265;1,7195
"2022-09-29 00:00:00";1,8273;1,721
"2022-09-30 00:00:00";1,8329;1,729
"2022-10-01 00:00:00";1,837;1,7336
"2022-10-02 00:00:00";1,8362;1,7334
"2022-10-03 00:00:00";1,8353;1,7326
"2022-10-04 00:00:00";1,8335;1,7343
"2022-10-05 00:00:00";1,8386;1,7404
"2022-10-06 00:00:00";1,8496;1,7497
"2022-10-07 00:00:00";1,8729;1,7643
"2022-10-08 00:00:00";1,8969;1,7718
"2022-10-09 00:00:00";1,9193;1,7792
"2022-10-10 00:00:00";1,9262;1,7842
"2022-10-11 00:00:00";1,9471;1,7922
"2022-10-12 00:00:00";1,9607;1,7972
"2022-10-13 00:00:00";1,9616;1,8004
"2022-10-14 00:00:00";1,9673;1,8015
"2022-10-15 00:00:00";1,9784;1,8093
"2022-10-16 00:00:00";1,9807;1,8101
"2022-10-17 00:00:00";1,9817;1,8095
"2022-10-18 00:00:00";1,987;1,8081
"2022-10-19 00:00:00";1,9925;1,8075
"2022-10-20 00:00:00";1,9943;1,8024
"2022-10-21 00:00:00";1,9929;1,8009
"2022-10-22 00:00:00";1,9937;1,8047
"2022-10-23 00:00:00";1,9917;1,8034
"2022-10-24 00:00:00";1,9927;1,8026
"2022-10-25 00:00:00";1,9881;1,799
"2022-10-26 00:00:00";1,989;1,7978
"2022-10-27 00:00:00";1,9923;1,7962
"2022-10-28 00:00:00";1,9905;1,7964
"2022-10-29 00:00:00";1,9919;1,7983
"2022-10-30 00:00:00";1,9921;1,797
"2022-10-31 00:00:00";1,9932;1,7981
"2022-11-01 00:00:00";1,9902;1,7986
"2022-11-02 00:00:00";1,9891;1,799
"2022-11-03 00:00:00";1,9827;1,8038
"2022-11-04 00:00:00";1,9774;1,8103
"2022-11-05 00:00:00";1,9798;1,8208
"2022-11-06 00:00:00";1,9782;1,8232
"2022-11-07 00:00:00";1,9775;1,8236
"2022-11-08 00:00:00";1,9756;1,8292
"2022-11-09 00:00:00";1,9701;1,8314
"2022-11-10 00:00:00";1,9645;1,832
"2022-11-11 00:00:00";1,9549;1,8274
"2022-11-12 00:00:00";1,9444;1,8278
"2022-11-13 00:00:00";1,9343;1,8265
"2022-11-14 00:00:00";1,9309;1,8273
"2022-11-15 00:00:00";1,9145;1,8241
"2022-11-16 00:00:00";1,9068;1,8212
"2022-11-17 00:00:00";1,9012;1,8152
"2022-11-18 00:00:00";1,8932;1,8091
"2022-11-19 00:00:00";1,8804;1,8029
"2022-11-20 00:00:00";1,8732;1,7976
"2022-11-21 00:00:00";1,8748;1,7968
"2022-11-22 00:00:00";1,8599;1,7882
"2022-11-23 00:00:00";1,8475;1,7806
"2022-11-24 00:00:00";1,8417;1,775
"2022-11-25 00:00:00";1,8353;1,7716
"2022-11-26 00:00:00";1,8259;1,7657
"2022-11-27 00:00:00";1,8229;1,7623
"2022-11-28 00:00:00";1,8194;1,7604
"2022-11-29 00:00:00";1,8019;1,7479
"2022-11-30 00:00:00";1,7832;1,7358
"2022-12-01 00:00:00";1,7709;1,7286
"2022-12-02 00:00:00";1,7681;1,7256
"2022-12-03 00:00:00";1,7664;1,726
"2022-12-04 00:00:00";1,7628;1,72
"2022-12-05 00:00:00";1,7621;1,7176
"2022-12-06 00:00:00";1,7551;1,7096
"2022-12-07 00:00:00";1,7532;1,7052
"2022-12-08 00:00:00";1,7378;1,6911
"2022-12-09 00:00:00";1,7302;1,6812
"2022-12-10 00:00:00";1,7157;1,6636
"2022-12-11 00:00:00";1,7103;1,6561
"2022-12-12 00:00:00";1,7075;1,6537
"2022-12-13 00:00:00";1,6932;1,6394
"2022-12-14 00:00:00";1,6846;1,6308
"2022-12-15 00:00:00";1,681;1,6262
"2022-12-16 00:00:00";1,6782;1,6224
"2022-12-17 00:00:00";1,6742;1,6169
"2022-12-18 00:00:00";1,6719;1,6129
"2022-12-19 00:00:00";1,6705;1,6124
"2022-12-20 00:00:00";1,6611;1,6006
"2022-12-21 00:00:00";1,6577;1,5985
"2022-12-22 00:00:00";1,651;1,5973
"2022-12-23 00:00:00";1,654;1,5999
"2022-12-24 00:00:00";1,6572;1,6031
"2022-12-25 00:00:00";1,6608;1,6065
"2022-12-26 00:00:00";1,6609;1,6093
"2022-12-27 00:00:00";1,6608;1,6088
"2022-12-28 00:00:00";1,6647;1,6124
"2022-12-29 00:00:00";1,6714;1,6194
"2022-12-30 00:00:00";1,68;1,6271
"2022-12-31 00:00:00";1,6869;1,6355
"2023-01-01 00:00:00";1,6942;1,6426
"2023-01-02 00:00:00";1,6998;1,6476
"2023-01-03 00:00:00";1,7063;1,6584
"2023-01-04 00:00:00";1,7087;1,6657
"2023-01-05 00:00:00";1,71;1,6698
"2023-01-06 00:00:00";1,7076;1,6693
"2023-01-07 00:00:00";1,7052;1,6662
"2023-01-08 00:00:00";1,704;1,6668
"2023-01-09 00:00:00";1,7035;1,6672
"2023-01-10 00:00:00";1,7025;1,6674
"2023-01-11 00:00:00";1,704;1,6705
"2023-01-12 00:00:00";1,6991;1,6665
"2023-01-13 00:00:00";1,7003;1,67
"2023-01-14 00:00:00";1,7064;1,6789
"2023-01-15 00:00:00";1,7083;1,6818
"2023-01-16 00:00:00";1,7096;1,6829
"2023-01-17 00:00:00";1,7101;1,684
"2023-01-18 00:00:00";1,7111;1,6893
"2023-01-19 00:00:00";1,7121;1,6941
"2023-01-20 00:00:00";1,7126;1,6981
"2023-01-21 00:00:00";1,7139;1,6994
"2023-01-22 00:00:00";1,7162;1,701
"2023-01-23 00:00:00";1,7188;1,7035
"2023-01-24 00:00:00";1,7229;1,7108
"2023-01-25 00:00:00";1,7283;1,7175
"2023-01-26 00:00:00";1,7316;1,7245
"2023-01-27 00:00:00";1,729;1,7244
"2023-01-28 00:00:00";1,7285;1,7262
"2023-01-29 00:00:00";1,7274;1,7276
"2023-01-30 00:00:00";1,7247;1,7278
"2023-01-31 00:00:00";1,7202;1,7292
"2023-02-01 00:00:00";1,7136;1,7254
"2023-02-02 00:00:00";1,7083;1,7233
"2023-02-03 00:00:00";1,7011;1,718
"2023-02-04 00:00:00";1,6896;1,712
"2023-02-05 00:00:00";1,6829;1,7076
"2023-02-06 00:00:00";1,6793;1,7047
"2023-02-07 00:00:00";1,6709;1,7014
"2023-02-08 00:00:00";1,6539;1,6932
"2023-02-09 00:00:00";1,6484;1,6924
"2023-02-10 00:00:00";1,6459;1,692
"2023-02-11 00:00:00";1,6407;1,6904
"2023-02-12 00:00:00";1,6394;1,6944
"2023-02-13 00:00:00";1,6395;1,6964
"2023-02-14 00:00:00";1,6365;1,7003
"2023-02-15 00:00:00";1,6351;1,7029
"2023-02-16 00:00:00";1,6383;1,7044
"2023-02-17 00:00:00";1,6374;1,7027
"2023-02-18 00:00:00";1,6327;1,7034
"2023-02-19 00:00:00";1,6279;1,7031
"2023-02-20 00:00:00";1,6273;1,7033
"2023-02-21 00:00:00";1,6194;1,7037
"2023-02-22 00:00:00";1,6172;1,7073
"2023-02-23 00:00:00";1,6117;1,7083
"2023-02-24 00:00:00";1,6089;1,7057
"2023-02-25 00:00:00";1,6067;1,7052
"2023-02-26 00:00:00";1,6053;1,702
"2023-02-27 00:00:00";1,6046;1,7029
"2023-02-28 00:00:00";1,6017;1,7035
"2023-03-01 00:00:00";1,5995;1,705
"2023-03-02 00:00:00";1,6;1,7067
"2023-03-03 00:00:00";1,5997;1,7089
"2023-03-04 00:00:00";1,6033;1,7135
"2023-03-05 00:00:00";1,6057;1,7135
"2023-03-06 00:00:00";1,6062;1,7141
"2023-03-07 00:00:00";1,6113;1,7184
"2023-03-08 00:00:00";1,613;1,7217
"2023-03-09 00:00:00";1,6087;1,7207
"2023-03-10 00:00:00";1,6024;1,7209
"2023-03-11 00:00:00";1,5979;1,7212
"2023-03-12 00:00:00";1,5972;1,7209
"2023-03-13 00:00:00";1,5973;1,7234
"2023-03-14 00:00:00";1,5937;1,7225
"2023-03-15 00:00:00";1,5887;1,7211
"2023-03-16 00:00:00";1,5837;1,7174
"2023-03-17 00:00:00";1,5771;1,7123
"2023-03-18 00:00:00";1,5729;1,7081
"2023-03-19 00:00:00";1,5709;1,7044
"2023-03-20 00:00:00";1,5713;1,7044
"2023-03-21 00:00:00";1,5671;1,7019
"2023-03-22 00:00:00";1,5637;1,6998
"2023-03-23 00:00:00";1,5592;1,7007
"2023-03-24 00:00:00";1,5558;1,6985
"2023-03-25 00:00:00";1,5525;1,7037
"2023-03-26 00:00:00";1,5475;1,7026
"2023-03-27 00:00:00";1,5483;1,7034
"2023-03-28 00:00:00";1,5412;1,702
"2023-03-29 00:00:00";1,5425;1,7059
"2023-03-30 00:00:00";1,5437;1,7099
"2023-03-31 00:00:00";1,5418;1,7101
"2023-04-01 00:00:00";1,5403;1,7114
"2023-04-02 00:00:00";1,536;1,7109
"2023-04-03 00:00:00";1,5343;1,711
"2023-04-04 00:00:00";1,5343;1,7124
"2023-04-05 00:00:00";1,5386;1,7185
"2023-04-06 00:00:00";1,5397;1,7233
"2023-04-07 00:00:00";1,5413;1,7225
"2023-04-08 00:00:00";1,5406;1,7213
"2023-04-09 00:00:00";1,5406;1,7213
"2023-04-10 00:00:00";1,5406;1,7213
"2023-04-11 00:00:00";1,5396;1,726
"2023-04-12 00:00:00";1,5364;1,7272
"2023-04-13 00:00:00";1,5359;1,7295
"2023-04-14 00:00:00";1,5386;1,7314
"2023-04-15 00:00:00";1,5376;1,7314
"2023-04-16 00:00:00";1,5339;1,7286
"2023-04-17 00:00:00";1,5309;1,728
"2023-04-18 00:00:00";1,5229;1,7278
"2023-04-19 00:00:00";1,5151;1,7242
"2023-04-20 00:00:00";1,5074;1,7212
"2023-04-21 00:00:00";1,5048;1,7195
"2023-04-22 00:00:00";1,4962;1,7118
"2023-04-23 00:00:00";1,4926;1,7096
"2023-04-24 00:00:00";1,4922;1,7102
"2023-04-25 00:00:00";1,4835;1,7053
"2023-04-26 00:00:00";1,4788;1,7022
"2023-04-27 00:00:00";1,4735;1,6977
"2023-04-28 00:00:00";1,4677;1,694
"2023-04-29 00:00:00";1,4615;1,6885
"2023-04-30 00:00:00";1,4588;1,6858
"2023-05-01 00:00:00";1,4582;1,6873
"2023-05-02 00:00:00";1,4563;1,6849
"2023-05-03 00:00:00";1,4538;1,6836
"2023-05-04 00:00:00";1,4456;1,6774
"2023-05-05 00:00:00";1,4358;1,6663
"2023-05-06 00:00:00";1,4287;1,6578
"2023-05-07 00:00:00";1,4274;1,6573
"2023-05-08 00:00:00";1,4265;1,6585
"2023-05-09 00:00:00";1,4227;1,6554
"2023-05-10 00:00:00";1,4215;1,6517
"2023-05-11 00:00:00";1,4202;1,6477
"2023-05-12 00:00:00";1,421;1,648
"2023-05-13 00:00:00";1,4215;1,6458
"2023-05-14 00:00:00";1,4178;1,6439
"2023-05-15 00:00:00";1,4173;1,6428
"2023-05-16 00:00:00";1,4153;1,6401
"2023-05-17 00:00:00";1,4142;1,6406
"2023-05-18 00:00:00";1,4143;1,6369
"2023-05-19 00:00:00";1,4206;1,6435
"2023-05-20 00:00:00";1,4261;1,6466
"2023-05-21 00:00:00";1,426;1,6438
"2023-05-22 00:00:00";1,427;1,6435
"2023-05-23 00:00:00";1,4283;1,6446
"2023-05-24 00:00:00";1,433;1,6486
"2023-05-25 00:00:00";1,4369;1,6532
"2023-05-26 00:00:00";1,4416;1,6587
"2023-05-27 00:00:00";1,4439;1,659
"2023-05-28 00:00:00";1,4398;1,6589
"2023-05-29 00:00:00";1,4382;1,6598
"2023-05-30 00:00:00";1,4365;1,6612
"2023-05-31 00:00:00";1,4399;1,6638
"2023-06-01 00:00:00";1,4397;1,6639
"2023-06-02 00:00:00";1,4369;1,6611
"2023-06-03 00:00:00";1,4374;1,6614
"2023-06-04 00:00:00";1,4378;1,6617
"2023-06-05 00:00:00";1,4387;1,6617
"2023-06-06 00:00:00";1,4422;1,6597
"2023-06-07 00:00:00";1,4467;1,6637
"2023-06-08 00:00:00";1,4479;1,6667
"2023-06-09 00:00:00";1,4519;1,6708
"2023-06-10 00:00:00";1,4544;1,6717
"2023-06-11 00:00:00";1,4532;1,6723
"2023-06-12 00:00:00";1,453;1,673
"2023-06-13 00:00:00";1,4536;1,6736
"2023-06-14 00:00:00";1,4533;1,6703
"2023-06-15 00:00:00";1,4544;1,668
"2023-06-16 00:00:00";1,4529;1,6703
"2023-06-17 00:00:00";1,4592;1,6702
"2023-06-18 00:00:00";1,4633;1,6723
"2023-06-19 00:00:00";1,465;1,6726
"2023-06-20 00:00:00";1,4694;1,6736
"2023-06-21 00:00:00";1,4755;1,6738
"2023-06-22 00:00:00";1,4811;1,6751
"2023-06-23 00:00:00";1,4856;1,6758
"2023-06-24 00:00:00";1,4836;1,6714
"2023-06-25 00:00:00";1,4813;1,6692
"2023-06-26 00:00:00";1,4811;1,6688
"2023-06-27 00:00:00";1,4778;1,6658
"2023-06-28 00:00:00";1,4786;1,6626
"2023-06-29 00:00:00";1,4802;1,6611
"2023-06-30 00:00:00";1,4773;1,6603
"2023-07-01 00:00:00";1,4786;1,6632
"2023-07-02 00:00:00";1,4762;1,6664
"2023-07-03 00:00:00";1,4745;1,6686
"2023-07-04 00:00:00";1,473;1,6628
"2023-07-05 00:00:00";1,4725;1,671
"2023-07-06 00:00:00";1,474;1,6713
"2023-07-07 00:00:00";1,4811;1,6738
"2023-07-08 00:00:00";1,4834;1,6722
"2023-07-09 00:00:00";1,48;1,672
"2023-07-10 00:00:00";1,4784;1,6723
